,Visitor/Neutral,Home/Neutral,TEAM,GAMEDAY,SEASON,AWAYSCORE,HOMESCORE,GAMEDAY_FMT,AWAY,SEASON_FMT,TEAM_DECHANGED,AWAY_DECHANGED
9058,Atlanta Hawks,Detroit Pistons,DET,2015-01-09,2014-15,106,103,2015-01-09,ATL,2014,DET,ATL
9153,Memphis Grizzlies,New Orleans Pelicans,NOP,2015-01-09,2014-15,95,106,2015-01-09,MEM,2014,NOP,MEM
9568,Cleveland Cavaliers,Golden State Warriors,GSW,2015-01-09,2014-15,94,112,2015-01-09,CLE,2014,GSW,CLE
9627,Boston Celtics,Indiana Pacers,IND,2015-01-09,2014-15,103,107,2015-01-09,BOS,2014,IND,BOS
9630,Utah Jazz,Oklahoma City Thunder,OKC,2015-01-09,2014-15,94,99,2015-01-09,UTA,2014,OKC,UTA
9632,Chicago Bulls,Washington Wizards,WAS,2015-01-09,2014-15,86,102,2015-01-09,CHI,2014,WAS,CHI
9780,Phoenix Suns,San Antonio Spurs,SAS,2015-01-09,2014-15,95,100,2015-01-09,PHX,2014,SAS,PHX
9947,Denver Nuggets,Sacramento Kings,SAC,2015-01-09,2014-15,118,108,2015-01-09,DEN,2014,SAC,DEN
10166,Philadelphia 76ers,Brooklyn Nets,BKN,2015-01-09,2014-15,90,88,2015-01-09,PHI,2014,BKN,PHI
10310,Orlando Magic,Los Angeles Lakers,LAL,2015-01-09,2014-15,84,101,2015-01-09,ORL,2014,LAL,ORL
10367,Minnesota Timberwolves,Milwaukee Bucks,MIL,2015-01-09,2014-15,84,98,2015-01-09,MIN,2014,MIL,MIN
9042,Indiana Pacers,Philadelphia 76ers,PHI,2015-01-10,2014-15,92,93,2015-01-10,IND,2014,PHI,IND
9055,Brooklyn Nets,Detroit Pistons,DET,2015-01-10,2014-15,93,98,2015-01-10,BKN,2014,DET,BKN
9085,Utah Jazz,Houston Rockets,HOU,2015-01-10,2014-15,82,97,2015-01-10,UTA,2014,HOU,UTA
9367,Charlotte Hornets,New York Knicks,NYK,2015-01-10,2014-15,110,82,2015-01-10,CHA,2014,NYK,CHA
9543,Milwaukee Bucks,Chicago Bulls,CHI,2015-01-10,2014-15,87,95,2015-01-10,MIL,2014,CHI,MIL
9859,San Antonio Spurs,Minnesota Timberwolves,MIN,2015-01-10,2014-15,108,93,2015-01-10,SAS,2014,MIN,SAS
10042,Orlando Magic,Portland Trail Blazers,POR,2015-01-10,2014-15,92,103,2015-01-10,ORL,2014,POR,ORL
10099,Dallas Mavericks,Los Angeles Clippers,LAC,2015-01-10,2014-15,100,120,2015-01-10,DAL,2014,LAC,DAL
10228,Boston Celtics,Toronto Raptors,TOR,2015-01-10,2014-15,96,109,2015-01-10,BOS,2014,TOR,BOS
9193,Washington Wizards,Atlanta Hawks,ATL,2015-01-11,2014-15,89,120,2015-01-11,WAS,2014,ATL,WAS
9937,Cleveland Cavaliers,Sacramento Kings,SAC,2015-01-11,2014-15,84,103,2015-01-11,CLE,2014,SAC,CLE
10033,Phoenix Suns,Memphis Grizzlies,MEM,2015-01-11,2014-15,110,122,2015-01-11,PHX,2014,MEM,PHX
10233,Miami Heat,Los Angeles Clippers,LAC,2015-01-11,2014-15,104,90,2015-01-11,MIA,2014,LAC,MIA
10308,Portland Trail Blazers,Los Angeles Lakers,LAL,2015-01-11,2014-15,106,94,2015-01-11,POR,2014,LAL,POR
9578,Orlando Magic,Chicago Bulls,CHI,2015-01-12,2014-15,121,114,2015-01-12,ORL,2014,CHI,ORL
9893,New Orleans Pelicans,Boston Celtics,BOS,2015-01-12,2014-15,100,108,2015-01-12,NOP,2014,BOS,NOP
10203,Houston Rockets,Brooklyn Nets,BKN,2015-01-12,2014-15,113,99,2015-01-12,HOU,2014,BKN,HOU
10229,Detroit Pistons,Toronto Raptors,TOR,2015-01-12,2014-15,114,111,2015-01-12,DET,2014,TOR,DET
9087,Golden State Warriors,Utah Jazz,UTA,2015-01-13,2014-15,116,105,2015-01-13,GSW,2014,UTA,GSW
9237,Atlanta Hawks,Philadelphia 76ers,PHI,2015-01-13,2014-15,105,87,2015-01-13,ATL,2014,PHI,ATL
9613,San Antonio Spurs,Washington Wizards,WAS,2015-01-13,2014-15,93,101,2015-01-13,SAS,2014,WAS,SAS
9622,Minnesota Timberwolves,Indiana Pacers,IND,2015-01-13,2014-15,110,101,2015-01-13,MIN,2014,IND,MIN
9839,Cleveland Cavaliers,Phoenix Suns,PHX,2015-01-13,2014-15,100,107,2015-01-13,CLE,2014,PHX,CLE
9933,Dallas Mavericks,Sacramento Kings,SAC,2015-01-13,2014-15,108,104,2015-01-13,DAL,2014,SAC,DAL
10306,Miami Heat,Los Angeles Lakers,LAL,2015-01-13,2014-15,78,75,2015-01-13,MIA,2014,LAL,MIA
9101,New Orleans Pelicans,Detroit Pistons,DET,2015-01-14,2014-15,105,94,2015-01-14,NOP,2014,DET,NOP
9180,Houston Rockets,Orlando Magic,ORL,2015-01-14,2014-15,113,120,2015-01-14,HOU,2014,ORL,HOU
9366,Miami Heat,Golden State Warriors,GSW,2015-01-14,2014-15,89,104,2015-01-14,MIA,2014,GSW,MIA
9397,San Antonio Spurs,Charlotte Hornets,CHA,2015-01-14,2014-15,98,93,2015-01-14,SAS,2014,CHA,SAS
9508,Washington Wizards,Chicago Bulls,CHI,2015-01-14,2014-15,105,99,2015-01-14,WAS,2014,CHI,WAS
9727,Dallas Mavericks,Denver Nuggets,DEN,2015-01-14,2014-15,107,114,2015-01-14,DAL,2014,DEN,DAL
9916,Atlanta Hawks,Boston Celtics,BOS,2015-01-14,2014-15,105,91,2015-01-14,ATL,2014,BOS,ATL
10035,Los Angeles Clippers,Portland Trail Blazers,POR,2015-01-14,2014-15,100,94,2015-01-14,LAC,2014,POR,LAC
10201,Memphis Grizzlies,Brooklyn Nets,BKN,2015-01-14,2014-15,103,92,2015-01-14,MEM,2014,BKN,MEM
10247,Philadelphia 76ers,Toronto Raptors,TOR,2015-01-14,2014-15,84,100,2015-01-14,PHI,2014,TOR,PHI
9038,Oklahoma City Thunder,Houston Rockets,HOU,2015-01-15,2014-15,101,112,2015-01-15,OKC,2014,HOU,OKC
10292,New York Knicks,Milwaukee Bucks,MIL,2015-01-15,2014-15,79,95,2015-01-15,NYK,2014,MIL,NYK
10303,Cleveland Cavaliers,Los Angeles Lakers,LAL,2015-01-15,2014-15,109,102,2015-01-15,CLE,2014,LAL,CLE
9046,New Orleans Pelicans,Philadelphia 76ers,PHI,2015-01-16,2014-15,81,96,2015-01-16,NOP,2014,PHI,NOP
9084,Los Angeles Lakers,Utah Jazz,UTA,2015-01-16,2014-15,85,94,2015-01-16,LAL,2014,UTA,LAL
9196,Memphis Grizzlies,Orlando Magic,ORL,2015-01-16,2014-15,106,96,2015-01-16,MEM,2014,ORL,MEM
9359,Detroit Pistons,Indiana Pacers,IND,2015-01-16,2014-15,98,96,2015-01-16,DET,2014,IND,DET
9604,Brooklyn Nets,Washington Wizards,WAS,2015-01-16,2014-15,102,80,2015-01-16,BKN,2014,WAS,BKN
9605,Golden State Warriors,Oklahoma City Thunder,OKC,2015-01-16,2014-15,115,127,2015-01-16,GSW,2014,OKC,GSW
9738,Portland Trail Blazers,San Antonio Spurs,SAS,2015-01-16,2014-15,96,110,2015-01-16,POR,2014,SAS,POR
9743,Denver Nuggets,Dallas Mavericks,DAL,2015-01-16,2014-15,89,97,2015-01-16,DEN,2014,DAL,DEN
9785,Miami Heat,Sacramento Kings,SAC,2015-01-16,2014-15,95,83,2015-01-16,MIA,2014,SAC,MIA
10069,Chicago Bulls,Boston Celtics,BOS,2015-01-16,2014-15,119,103,2015-01-16,CHI,2014,BOS,CHI
10232,Cleveland Cavaliers,Los Angeles Clippers,LAC,2015-01-16,2014-15,126,121,2015-01-16,CLE,2014,LAC,CLE
10259,Atlanta Hawks,Toronto Raptors,TOR,2015-01-16,2014-15,110,89,2015-01-16,ATL,2014,TOR,ATL
10282,Minnesota Timberwolves,Phoenix Suns,PHX,2015-01-16,2014-15,99,110,2015-01-16,MIN,2014,PHX,MIN
9054,Golden State Warriors,Houston Rockets,HOU,2015-01-17,2014-15,131,106,2015-01-17,GSW,2014,HOU,GSW
9100,Philadelphia 76ers,Detroit Pistons,DET,2015-01-17,2014-15,89,107,2015-01-17,PHI,2014,DET,PHI
9471,Indiana Pacers,Charlotte Hornets,CHA,2015-01-17,2014-15,71,80,2015-01-17,IND,2014,CHA,IND
9507,Atlanta Hawks,Chicago Bulls,CHI,2015-01-17,2014-15,107,99,2015-01-17,ATL,2014,CHI,ATL
9850,Los Angeles Clippers,Sacramento Kings,SAC,2015-01-17,2014-15,117,108,2015-01-17,LAC,2014,SAC,LAC
9878,Minnesota Timberwolves,Denver Nuggets,DEN,2015-01-17,2014-15,113,105,2015-01-17,MIN,2014,DEN,MIN
10034,Portland Trail Blazers,Memphis Grizzlies,MEM,2015-01-17,2014-15,98,102,2015-01-17,POR,2014,MEM,POR
10235,Washington Wizards,Brooklyn Nets,BKN,2015-01-17,2014-15,99,90,2015-01-17,WAS,2014,BKN,WAS
9145,Oklahoma City Thunder,Orlando Magic,ORL,2015-01-18,2014-15,127,99,2015-01-18,OKC,2014,ORL,OKC
9739,Utah Jazz,San Antonio Spurs,SAS,2015-01-18,2014-15,69,89,2015-01-18,UTA,2014,SAS,UTA
10256,New Orleans Pelicans,Toronto Raptors,TOR,2015-01-18,2014-15,95,93,2015-01-18,NOP,2014,TOR,NOP
9109,Indiana Pacers,Houston Rockets,HOU,2015-01-19,2014-15,98,110,2015-01-19,IND,2014,HOU,IND
9232,Detroit Pistons,Atlanta Hawks,ATL,2015-01-19,2014-15,82,93,2015-01-19,DET,2014,ATL,DET
9412,New Orleans Pelicans,New York Knicks,NYK,2015-01-19,2014-15,92,99,2015-01-19,NOP,2014,NYK,NOP
9444,Minnesota Timberwolves,Charlotte Hornets,CHA,2015-01-19,2014-15,80,105,2015-01-19,MIN,2014,CHA,MIN
9665,Philadelphia 76ers,Washington Wizards,WAS,2015-01-19,2014-15,76,111,2015-01-19,PHI,2014,WAS,PHI
9687,Denver Nuggets,Golden State Warriors,GSW,2015-01-19,2014-15,79,122,2015-01-19,DEN,2014,GSW,DEN
9996,Sacramento Kings,Portland Trail Blazers,POR,2015-01-19,2014-15,94,98,2015-01-19,SAC,2014,POR,SAC
10047,Dallas Mavericks,Memphis Grizzlies,MEM,2015-01-19,2014-15,103,95,2015-01-19,DAL,2014,MEM,DAL
10080,Boston Celtics,Los Angeles Clippers,LAC,2015-01-19,2014-15,93,102,2015-01-19,BOS,2014,LAC,BOS
10120,Chicago Bulls,Cleveland Cavaliers,CLE,2015-01-19,2014-15,94,108,2015-01-19,CHI,2014,CLE,CHI
10206,Toronto Raptors,Milwaukee Bucks,MIL,2015-01-19,2014-15,92,89,2015-01-19,TOR,2014,MIL,TOR
10342,Los Angeles Lakers,Phoenix Suns,PHX,2015-01-19,2014-15,100,115,2015-01-19,LAL,2014,PHX,LAL
9800,San Antonio Spurs,Denver Nuggets,DEN,2015-01-20,2014-15,109,99,2015-01-20,SAS,2014,DEN,SAS
9943,Oklahoma City Thunder,Miami Heat,MIA,2015-01-20,2014-15,94,86,2015-01-20,OKC,2014,MIA,OKC
9230,Indiana Pacers,Atlanta Hawks,ATL,2015-01-21,2014-15,91,110,2015-01-21,IND,2014,ATL,IND
9284,Los Angeles Lakers,New Orleans Pelicans,NOP,2015-01-21,2014-15,80,96,2015-01-21,LAL,2014,NOP,LAL
9291,New York Knicks,Philadelphia 76ers,PHI,2015-01-21,2014-15,98,91,2015-01-21,NYK,2014,PHI,NYK
9400,Miami Heat,Charlotte Hornets,CHA,2015-01-21,2014-15,76,78,2015-01-21,MIA,2014,CHA,MIA
9517,Houston Rockets,Golden State Warriors,GSW,2015-01-21,2014-15,113,126,2015-01-21,HOU,2014,GSW,HOU
9580,Orlando Magic,Detroit Pistons,DET,2015-01-21,2014-15,118,128,2015-01-21,ORL,2014,DET,ORL
9674,Oklahoma City Thunder,Washington Wizards,WAS,2015-01-21,2014-15,105,103,2015-01-21,OKC,2014,WAS,OKC
9778,Portland Trail Blazers,Phoenix Suns,PHX,2015-01-21,2014-15,113,118,2015-01-21,POR,2014,PHX,POR
9781,Dallas Mavericks,Minnesota Timberwolves,MIN,2015-01-21,2014-15,98,75,2015-01-21,DAL,2014,MIN,DAL
9876,Brooklyn Nets,Sacramento Kings,SAC,2015-01-21,2014-15,103,100,2015-01-21,BKN,2014,SAC,BKN
10032,Toronto Raptors,Memphis Grizzlies,MEM,2015-01-21,2014-15,86,92,2015-01-21,TOR,2014,MEM,TOR
10147,Utah Jazz,Cleveland Cavaliers,CLE,2015-01-21,2014-15,92,106,2015-01-21,UTA,2014,CLE,UTA
9051,San Antonio Spurs,Chicago Bulls,CHI,2015-01-22,2014-15,81,104,2015-01-22,SAS,2014,CHI,SAS
9986,Boston Celtics,Portland Trail Blazers,POR,2015-01-22,2014-15,90,89,2015-01-22,BOS,2014,POR,BOS
10093,Brooklyn Nets,Los Angeles Clippers,LAC,2015-01-22,2014-15,84,123,2015-01-22,BKN,2014,LAC,BKN
10210,Utah Jazz,Milwaukee Bucks,MIL,2015-01-22,2014-15,101,99,2015-01-22,UTA,2014,MIL,UTA
9081,Orlando Magic,New York Knicks,NYK,2015-01-23,2014-15,106,113,2015-01-23,ORL,2014,NYK,ORL
9253,Toronto Raptors,Philadelphia 76ers,PHI,2015-01-23,2014-15,91,86,2015-01-23,TOR,2014,PHI,TOR
9282,Oklahoma City Thunder,Atlanta Hawks,ATL,2015-01-23,2014-15,93,103,2015-01-23,OKC,2014,ATL,OKC
9609,Sacramento Kings,Golden State Warriors,GSW,2015-01-23,2014-15,101,126,2015-01-23,SAC,2014,GSW,SAC
9713,Houston Rockets,Phoenix Suns,PHX,2015-01-23,2014-15,113,111,2015-01-23,HOU,2014,PHX,HOU
9749,Los Angeles Lakers,San Antonio Spurs,SAS,2015-01-23,2014-15,85,99,2015-01-23,LAL,2014,SAS,LAL
9765,New Orleans Pelicans,Minnesota Timberwolves,MIN,2015-01-23,2014-15,92,84,2015-01-23,NOP,2014,MIN,NOP
9852,Chicago Bulls,Dallas Mavericks,DAL,2015-01-23,2014-15,102,98,2015-01-23,CHI,2014,DAL,CHI
9864,Boston Celtics,Denver Nuggets,DEN,2015-01-23,2014-15,100,99,2015-01-23,BOS,2014,DEN,BOS
9936,Indiana Pacers,Miami Heat,MIA,2015-01-23,2014-15,87,89,2015-01-23,IND,2014,MIA,IND
10151,Charlotte Hornets,Cleveland Cavaliers,CLE,2015-01-23,2014-15,90,129,2015-01-23,CHA,2014,CLE,CHA
9278,New York Knicks,Charlotte Hornets,CHA,2015-01-24,2014-15,71,76,2015-01-24,NYK,2014,CHA,NYK
9403,Brooklyn Nets,Utah Jazz,UTA,2015-01-24,2014-15,73,108,2015-01-24,BKN,2014,UTA,BKN
9917,Philadelphia 76ers,Memphis Grizzlies,MEM,2015-01-24,2014-15,83,101,2015-01-24,PHI,2014,MEM,PHI
10037,Washington Wizards,Portland Trail Blazers,POR,2015-01-24,2014-15,96,103,2015-01-24,WAS,2014,POR,WAS
10199,Detroit Pistons,Milwaukee Bucks,MIL,2015-01-24,2014-15,86,101,2015-01-24,DET,2014,MIL,DET
9076,Miami Heat,Chicago Bulls,CHI,2015-01-25,2014-15,96,84,2015-01-25,MIA,2014,CHI,MIA
9147,Indiana Pacers,Orlando Magic,ORL,2015-01-25,2014-15,106,99,2015-01-25,IND,2014,ORL,IND
9223,Dallas Mavericks,New Orleans Pelicans,NOP,2015-01-25,2014-15,106,109,2015-01-25,DAL,2014,NOP,DAL
9602,Boston Celtics,Golden State Warriors,GSW,2015-01-25,2014-15,111,114,2015-01-25,BOS,2014,GSW,BOS
9706,Los Angeles Clippers,Phoenix Suns,PHX,2015-01-25,2014-15,120,100,2015-01-25,LAC,2014,PHX,LAC
9755,Milwaukee Bucks,San Antonio Spurs,SAS,2015-01-25,2014-15,95,101,2015-01-25,MIL,2014,SAS,MIL
9761,Washington Wizards,Denver Nuggets,DEN,2015-01-25,2014-15,117,115,2015-01-25,WAS,2014,DEN,WAS
10114,Detroit Pistons,Toronto Raptors,TOR,2015-01-25,2014-15,110,114,2015-01-25,DET,2014,TOR,DET
10155,Oklahoma City Thunder,Cleveland Cavaliers,CLE,2015-01-25,2014-15,98,108,2015-01-25,OKC,2014,CLE,OKC
10193,Minnesota Timberwolves,Atlanta Hawks,ATL,2015-01-25,2014-15,100,112,2015-01-25,MIN,2014,ATL,MIN
10300,Houston Rockets,Los Angeles Lakers,LAL,2015-01-25,2014-15,99,87,2015-01-25,HOU,2014,LAL,HOU
9132,Minnesota Timberwolves,Oklahoma City Thunder,OKC,2015-01-26,2014-15,84,92,2015-01-26,MIN,2014,OKC,MIN
9279,Philadelphia 76ers,New Orleans Pelicans,NOP,2015-01-26,2014-15,74,99,2015-01-26,PHI,2014,NOP,PHI
9443,Boston Celtics,Utah Jazz,UTA,2015-01-26,2014-15,99,90,2015-01-26,BOS,2014,UTA,BOS
9918,Orlando Magic,Memphis Grizzlies,MEM,2015-01-26,2014-15,94,103,2015-01-26,ORL,2014,MEM,ORL
10211,Denver Nuggets,Los Angeles Clippers,LAC,2015-01-26,2014-15,98,102,2015-01-26,DEN,2014,LAC,DEN
9633,Chicago Bulls,Golden State Warriors,GSW,2015-01-27,2014-15,113,111,2015-01-27,CHI,2014,GSW,CHI
9644,Toronto Raptors,Indiana Pacers,IND,2015-01-27,2014-15,104,91,2015-01-27,TOR,2014,IND,TOR
9720,Memphis Grizzlies,Dallas Mavericks,DAL,2015-01-27,2014-15,109,90,2015-01-27,MEM,2014,DAL,MEM
9966,Milwaukee Bucks,Miami Heat,MIA,2015-01-27,2014-15,109,102,2015-01-27,MIL,2014,MIA,MIL
10209,Cleveland Cavaliers,Detroit Pistons,DET,2015-01-27,2014-15,103,95,2015-01-27,CLE,2014,DET,CLE
10302,Washington Wizards,Los Angeles Lakers,LAL,2015-01-27,2014-15,98,92,2015-01-27,WAS,2014,LAL,WAS
9045,Oklahoma City Thunder,New York Knicks,NYK,2015-01-28,2014-15,92,100,2015-01-28,OKC,2014,NYK,OKC
9155,Brooklyn Nets,Atlanta Hawks,ATL,2015-01-28,2014-15,102,113,2015-01-28,BKN,2014,ATL,BKN
9206,Detroit Pistons,Philadelphia 76ers,PHI,2015-01-28,2014-15,69,89,2015-01-28,DET,2014,PHI,DET
9209,Denver Nuggets,New Orleans Pelicans,NOP,2015-01-28,2014-15,93,85,2015-01-28,DEN,2014,NOP,DEN
9392,Los Angeles Clippers,Utah Jazz,UTA,2015-01-28,2014-15,94,89,2015-01-28,LAC,2014,UTA,LAC
9684,Dallas Mavericks,Houston Rockets,HOU,2015-01-28,2014-15,94,99,2015-01-28,DAL,2014,HOU,DAL
9724,Washington Wizards,Phoenix Suns,PHX,2015-01-28,2014-15,98,106,2015-01-28,WAS,2014,PHX,WAS
9740,Boston Celtics,Minnesota Timberwolves,MIN,2015-01-28,2014-15,98,110,2015-01-28,BOS,2014,MIN,BOS
9801,Charlotte Hornets,San Antonio Spurs,SAS,2015-01-28,2014-15,86,95,2015-01-28,CHA,2014,SAS,CHA
10108,Portland Trail Blazers,Cleveland Cavaliers,CLE,2015-01-28,2014-15,94,99,2015-01-28,POR,2014,CLE,POR
10112,Sacramento Kings,Toronto Raptors,TOR,2015-01-28,2014-15,102,119,2015-01-28,SAC,2014,TOR,SAC
9188,Milwaukee Bucks,Orlando Magic,ORL,2015-01-29,2014-15,115,100,2015-01-29,MIL,2014,ORL,MIL
9667,New York Knicks,Indiana Pacers,IND,2015-01-29,2014-15,82,103,2015-01-29,NYK,2014,IND,NYK
9978,Denver Nuggets,Memphis Grizzlies,MEM,2015-01-29,2014-15,69,99,2015-01-29,DEN,2014,MEM,DEN
10301,Chicago Bulls,Los Angeles Lakers,LAL,2015-01-29,2014-15,118,123,2015-01-29,CHI,2014,LAL,CHI
9095,Portland Trail Blazers,Atlanta Hawks,ATL,2015-01-30,2014-15,99,105,2015-01-30,POR,2014,ATL,POR
9218,Los Angeles Clippers,New Orleans Pelicans,NOP,2015-01-30,2014-15,103,108,2015-01-30,LAC,2014,NOP,LAC
9395,Golden State Warriors,Utah Jazz,UTA,2015-01-30,2014-15,100,110,2015-01-30,GSW,2014,UTA,GSW
9680,Minnesota Timberwolves,Philadelphia 76ers,PHI,2015-01-30,2014-15,94,103,2015-01-30,MIN,2014,PHI,MIN
9750,Chicago Bulls,Phoenix Suns,PHX,2015-01-30,2014-15,93,99,2015-01-30,CHI,2014,PHX,CHI
9900,Dallas Mavericks,Miami Heat,MIA,2015-01-30,2014-15,93,72,2015-01-30,DAL,2014,MIA,DAL
9903,Houston Rockets,Boston Celtics,BOS,2015-01-30,2014-15,93,87,2015-01-30,HOU,2014,BOS,HOU
10107,Sacramento Kings,Cleveland Cavaliers,CLE,2015-01-30,2014-15,90,101,2015-01-30,SAC,2014,CLE,SAC
10167,Toronto Raptors,Brooklyn Nets,BKN,2015-01-30,2014-15,127,122,2015-01-30,TOR,2014,BKN,TOR
9183,Dallas Mavericks,Orlando Magic,ORL,2015-01-31,2014-15,108,93,2015-01-31,DAL,2014,ORL,DAL
9596,Sacramento Kings,Indiana Pacers,IND,2015-01-31,2014-15,99,94,2015-01-31,SAC,2014,IND,SAC
9608,Philadelphia 76ers,Atlanta Hawks,ATL,2015-01-31,2014-15,85,91,2015-01-31,PHI,2014,ATL,PHI
9643,Toronto Raptors,Washington Wizards,WAS,2015-01-31,2014-15,120,116,2015-01-31,TOR,2014,WAS,TOR
9650,Phoenix Suns,Golden State Warriors,GSW,2015-01-31,2014-15,87,106,2015-01-31,PHX,2014,GSW,PHX
9753,Cleveland Cavaliers,Minnesota Timberwolves,MIN,2015-01-31,2014-15,106,90,2015-01-31,CLE,2014,MIN,CLE
9782,Charlotte Hornets,Denver Nuggets,DEN,2015-01-31,2014-15,104,86,2015-01-31,CHA,2014,DEN,CHA
9858,Los Angeles Clippers,San Antonio Spurs,SAS,2015-01-31,2014-15,105,85,2015-01-31,LAC,2014,SAS,LAC
9946,Portland Trail Blazers,Milwaukee Bucks,MIL,2015-01-31,2014-15,88,95,2015-01-31,POR,2014,MIL,POR
10040,Oklahoma City Thunder,Memphis Grizzlies,MEM,2015-01-31,2014-15,74,85,2015-01-31,OKC,2014,MEM,OKC
10241,Houston Rockets,Detroit Pistons,DET,2015-01-31,2014-15,101,114,2015-01-31,HOU,2014,DET,HOU
9594,Los Angeles Lakers,New York Knicks,NYK,2015-02-01,2014-15,80,92,2015-02-01,LAL,2014,NYK,LAL
9766,Miami Heat,Boston Celtics,BOS,2015-02-01,2014-15,83,75,2015-02-01,MIA,2014,BOS,MIA
9064,Charlotte Hornets,Washington Wizards,WAS,2015-02-02,2014-15,92,88,2015-02-02,CHA,2014,WAS,CHA
9108,Philadelphia 76ers,Cleveland Cavaliers,CLE,2015-02-02,2014-15,84,97,2015-02-02,PHI,2014,CLE,PHI
9149,Atlanta Hawks,New Orleans Pelicans,NOP,2015-02-02,2014-15,100,115,2015-02-02,ATL,2014,NOP,ATL
9547,Orlando Magic,Oklahoma City Thunder,OKC,2015-02-02,2014-15,97,104,2015-02-02,ORL,2014,OKC,ORL
9744,Memphis Grizzlies,Phoenix Suns,PHX,2015-02-02,2014-15,102,101,2015-02-02,MEM,2014,PHX,MEM
9791,Los Angeles Clippers,Brooklyn Nets,BKN,2015-02-02,2014-15,100,102,2015-02-02,LAC,2014,BKN,LAC
10261,Minnesota Timberwolves,Dallas Mavericks,DAL,2015-02-02,2014-15,94,100,2015-02-02,MIN,2014,DAL,MIN
10269,Milwaukee Bucks,Toronto Raptors,TOR,2015-02-02,2014-15,82,75,2015-02-02,MIL,2014,TOR,MIL
9110,Denver Nuggets,Philadelphia 76ers,PHI,2015-02-03,2014-15,98,105,2015-02-03,DEN,2014,PHI,DEN
9352,Boston Celtics,New York Knicks,NYK,2015-02-03,2014-15,108,97,2015-02-03,BOS,2014,NYK,BOS
10121,Golden State Warriors,Sacramento Kings,SAC,2015-02-03,2014-15,121,96,2015-02-03,GSW,2014,SAC,GSW
10257,Miami Heat,Detroit Pistons,DET,2015-02-03,2014-15,91,108,2015-02-03,MIA,2014,DET,MIA
10286,Utah Jazz,Portland Trail Blazers,POR,2015-02-03,2014-15,102,103,2015-02-03,UTA,2014,POR,UTA
9152,Oklahoma City Thunder,New Orleans Pelicans,NOP,2015-02-04,2014-15,102,91,2015-02-04,OKC,2014,NOP,OKC
9167,Dallas Mavericks,Golden State Warriors,GSW,2015-02-04,2014-15,114,128,2015-02-04,DAL,2014,GSW,DAL
9172,Washington Wizards,Atlanta Hawks,ATL,2015-02-04,2014-15,96,105,2015-02-04,WAS,2014,ATL,WAS
9307,Detroit Pistons,Indiana Pacers,IND,2015-02-04,2014-15,109,114,2015-02-04,DET,2014,IND,DET
9409,Chicago Bulls,Houston Rockets,HOU,2015-02-04,2014-15,90,101,2015-02-04,CHI,2014,HOU,CHI
9509,Memphis Grizzlies,Utah Jazz,UTA,2015-02-04,2014-15,100,90,2015-02-04,MEM,2014,UTA,MEM
9769,Miami Heat,Minnesota Timberwolves,MIN,2015-02-04,2014-15,101,102,2015-02-04,MIA,2014,MIN,MIA
9770,Denver Nuggets,Boston Celtics,BOS,2015-02-04,2014-15,100,104,2015-02-04,DEN,2014,BOS,DEN
9855,Orlando Magic,San Antonio Spurs,SAS,2015-02-04,2014-15,103,110,2015-02-04,ORL,2014,SAS,ORL
10169,Los Angeles Lakers,Milwaukee Bucks,MIL,2015-02-04,2014-15,105,113,2015-02-04,LAL,2014,MIL,LAL
10265,Brooklyn Nets,Toronto Raptors,TOR,2015-02-04,2014-15,109,93,2015-02-04,BKN,2014,TOR,BKN
9050,Los Angeles Clippers,Cleveland Cavaliers,CLE,2015-02-05,2014-15,94,105,2015-02-05,LAC,2014,CLE,LAC
9272,Washington Wizards,Charlotte Hornets,CHA,2015-02-05,2014-15,87,94,2015-02-05,WAS,2014,CHA,WAS
10096,Dallas Mavericks,Sacramento Kings,SAC,2015-02-05,2014-15,101,78,2015-02-05,DAL,2014,SAC,DAL
10329,Phoenix Suns,Portland Trail Blazers,POR,2015-02-05,2014-15,87,108,2015-02-05,PHX,2014,POR,PHX
9077,Milwaukee Bucks,Houston Rockets,HOU,2015-02-06,2014-15,111,117,2015-02-06,MIL,2014,HOU,MIL
9115,Golden State Warriors,Atlanta Hawks,ATL,2015-02-06,2014-15,116,124,2015-02-06,GSW,2014,ATL,GSW
9166,Denver Nuggets,Detroit Pistons,DET,2015-02-06,2014-15,88,98,2015-02-06,DEN,2014,DET,DEN
9205,Los Angeles Clippers,Toronto Raptors,TOR,2015-02-06,2014-15,107,123,2015-02-06,LAC,2014,TOR,LAC
9322,Cleveland Cavaliers,Indiana Pacers,IND,2015-02-06,2014-15,99,103,2015-02-06,CLE,2014,IND,CLE
9324,Los Angeles Lakers,Orlando Magic,ORL,2015-02-06,2014-15,97,103,2015-02-06,LAL,2014,ORL,LAL
9503,New Orleans Pelicans,Oklahoma City Thunder,OKC,2015-02-06,2014-15,116,113,2015-02-06,NOP,2014,OKC,NOP
9730,Utah Jazz,Phoenix Suns,PHX,2015-02-06,2014-15,93,100,2015-02-06,UTA,2014,PHX,UTA
9768,Memphis Grizzlies,Minnesota Timberwolves,MIN,2015-02-06,2014-15,89,90,2015-02-06,MEM,2014,MIN,MEM
9841,New York Knicks,Brooklyn Nets,BKN,2015-02-06,2014-15,88,92,2015-02-06,NYK,2014,BKN,NYK
9896,Miami Heat,San Antonio Spurs,SAS,2015-02-06,2014-15,85,98,2015-02-06,MIA,2014,SAS,MIA
