,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season
15966,Tue Feb 28 2017,10:30p,Charlotte Hornets,109,Los Angeles Lakers,104,Box Score,,18997,,Feb 28 2017,LAL,2017-02-28,03-01-2017,2016-17
15843,Mon Feb 6 2017,7:30p,Utah Jazz,120,Atlanta Hawks,95,Box Score,,13126,,Feb 6 2017,ATL,2017-02-06,02-07-2017,2016-17
14941,Tue Jan 31 2017,10:30p,Denver Nuggets,116,Los Angeles Lakers,120,Box Score,,18997,,Jan 31 2017,LAL,2017-01-31,02-01-2017,2016-17
15821,Fri Feb 3 2017,8:00p,Los Angeles Lakers,107,Boston Celtics,113,Box Score,,18624,,Feb 3 2017,BOS,2017-02-03,02-04-2017,2016-17
15979,Wed Mar 1 2017,8:30p,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,18418,,Mar 1 2017,SAS,2017-03-01,03-02-2017,2016-17
4407,Sat Dec 3 2016,9:00p,Denver Nuggets,98,Utah Jazz,105,Box Score,,19911,,Dec 3 2016,UTA,2016-12-03,12-04-2016,2016-17
3174,Wed Nov 16 2016,7:00p,Cleveland Cavaliers,93,Indiana Pacers,103,Box Score,,17022,,Nov 16 2016,IND,2016-11-16,11-17-2016,2016-17
13556,Wed Apr 12 2017,8:00p,Atlanta Hawks,86,Indiana Pacers,104,Box Score,,17923,,Apr 12 2017,IND,2017-04-12,04-13-2017,2016-17
3090,Fri Nov 4 2016,8:00p,Los Angeles Clippers,99,Memphis Grizzlies,88,Box Score,,17115,,Nov 4 2016,MEM,2016-11-04,11-05-2016,2016-17
3145,Sat Nov 12 2016,7:00p,Boston Celtics,105,Indiana Pacers,99,Box Score,,17923,,Nov 12 2016,IND,2016-11-12,11-13-2016,2016-17
15804,Wed Feb 1 2017,7:30p,Toronto Raptors,104,Boston Celtics,109,Box Score,,18624,,Feb 1 2017,BOS,2017-02-01,02-02-2017,2016-17
14811,Fri Jan 13 2017,10:30p,Detroit Pistons,77,Utah Jazz,110,Box Score,,19911,,Jan 13 2017,UTA,2017-01-13,01-14-2017,2016-17
3281,Tue Nov 29 2016,9:00p,Houston Rockets,101,Utah Jazz,120,Box Score,,19911,,Nov 29 2016,UTA,2016-11-29,11-30-2016,2016-17
14750,Thu Jan 5 2017,8:00p,Oklahoma City Thunder,116,Houston Rockets,118,Box Score,,18055,,Jan 5 2017,HOU,2017-01-05,01-06-2017,2016-17
13533,Sun Apr 9 2017,5:00p,Oklahoma City Thunder,106,Denver Nuggets,105,Box Score,,19718,,Apr 9 2017,DEN,2017-04-09,04-10-2017,2016-17
15899,Mon Feb 13 2017,9:00p,Golden State Warriors,110,Denver Nuggets,132,Box Score,,19941,,Feb 13 2017,DEN,2017-02-13,02-14-2017,2016-17
4606,Fri Dec 30 2016,8:00p,Los Angeles Clippers,116,Houston Rockets,140,Box Score,,18055,,Dec 30 2016,HOU,2016-12-30,12-31-2016,2016-17
16206,Fri Mar 31 2017,8:00p,Dallas Mavericks,90,Memphis Grizzlies,99,Box Score,,17317,,Mar 31 2017,MEM,2017-03-31,04-01-2017,2016-17
16163,Sun Mar 26 2017,1:00p,Brooklyn Nets,107,Atlanta Hawks,92,Box Score,,15921,,Mar 26 2017,ATL,2017-03-26,03-27-2017,2016-17
15874,Fri Feb 10 2017,8:00p,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,18119,,Feb 10 2017,MEM,2017-02-10,02-11-2017,2016-17
3237,Wed Nov 23 2016,9:00p,Denver Nuggets,83,Utah Jazz,108,Box Score,,19229,,Nov 23 2016,UTA,2016-11-23,11-24-2016,2016-17
15824,Fri Feb 3 2017,9:00p,Milwaukee Bucks,117,Denver Nuggets,121,Box Score,,18792,,Feb 3 2017,DEN,2017-02-03,02-04-2017,2016-17
14729,Mon Jan 2 2017,8:00p,Washington Wizards,91,Houston Rockets,101,Box Score,,16569,,Jan 2 2017,HOU,2017-01-02,01-03-2017,2016-17
16073,Mon Mar 13 2017,10:30p,Los Angeles Lakers,101,Denver Nuggets,129,Box Score,,17344,,Mar 13 2017,DEN,2017-03-13,03-14-2017,2016-17
13605,Thu Apr 27 2017,9:30p,San Antonio Spurs,103,Memphis Grizzlies,96,Box Score,,18119,,Apr 27 2017,MEM,2017-04-27,04-28-2017,2016-17
3250,Fri Nov 25 2016,8:00p,Atlanta Hawks,68,Utah Jazz,95,Box Score,,19911,,Nov 25 2016,UTA,2016-11-25,11-26-2016,2016-17
13590,Sat Apr 22 2017,8:00p,San Antonio Spurs,108,Memphis Grizzlies,110,Box Score,OT,18119,,Apr 22 2017,MEM,2017-04-22,04-23-2017,2016-17
16110,Sat Mar 18 2017,9:30p,Houston Rockets,109,Denver Nuggets,105,Box Score,,17512,,Mar 18 2017,DEN,2017-03-18,03-19-2017,2016-17
14837,Tue Jan 17 2017,10:30p,Denver Nuggets,127,Los Angeles Lakers,121,Box Score,,18412,,Jan 17 2017,LAL,2017-01-17,01-18-2017,2016-17
15816,Thu Feb 2 2017,8:30p,Philadelphia 76ers,86,San Antonio Spurs,102,Box Score,,18418,,Feb 2 2017,SAS,2017-02-02,02-03-2017,2016-17
16047,Fri Mar 10 2017,9:00p,Boston Celtics,99,Denver Nuggets,119,Box Score,,17147,,Mar 10 2017,DEN,2017-03-10,03-11-2017,2016-17
3063,Tue Nov 1 2016,7:00p,Los Angeles Lakers,108,Indiana Pacers,115,Box Score,,15348,,Nov 1 2016,IND,2016-11-01,11-02-2016,2016-17
14836,Tue Jan 17 2017,8:30p,Minnesota Timberwolves,114,San Antonio Spurs,122,Box Score,,18418,,Jan 17 2017,SAS,2017-01-17,01-18-2017,2016-17
3930,Thu Oct 27 2016,7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,19049,,Oct 27 2016,ATL,2016-10-27,10-28-2016,2016-17
3130,Wed Nov 9 2016,9:30p,Houston Rockets,101,San Antonio Spurs,99,Box Score,,18418,,Nov 9 2016,SAS,2016-11-09,11-10-2016,2016-17
14850,Thu Jan 19 2017,8:30p,Denver Nuggets,104,San Antonio Spurs,118,Box Score,,18418,,Jan 19 2017,SAS,2017-01-19,01-20-2017,2016-17
3222,Mon Nov 21 2016,8:30p,Dallas Mavericks,91,San Antonio Spurs,96,Box Score,,18418,,Nov 21 2016,SAS,2016-11-21,11-22-2016,2016-17
3097,Sat Nov 5 2016,7:00p,Chicago Bulls,94,Indiana Pacers,111,Box Score,,17020,,Nov 5 2016,IND,2016-11-05,11-06-2016,2016-17
14816,Sat Jan 14 2017,9:00p,Orlando Magic,107,Utah Jazz,114,Box Score,,19911,,Jan 14 2017,UTA,2017-01-14,01-15-2017,2016-17
3094,Fri Nov 4 2016,10:30p,Golden State Warriors,97,Los Angeles Lakers,117,Box Score,,18997,,Nov 4 2016,LAL,2016-11-04,11-05-2016,2016-17
3154,Sat Nov 12 2016,9:00p,Detroit Pistons,106,Denver Nuggets,95,Box Score,,13997,,Nov 12 2016,DEN,2016-11-12,11-13-2016,2016-17
14889,Tue Jan 24 2017,9:00p,Utah Jazz,93,Denver Nuggets,103,Box Score,,10867,,Jan 24 2017,DEN,2017-01-24,01-25-2017,2016-17
14769,Sat Jan 7 2017,8:30p,Charlotte Hornets,85,San Antonio Spurs,102,Box Score,,18418,,Jan 7 2017,SAS,2017-01-07,01-08-2017,2016-17
15980,Wed Mar 1 2017,9:00p,Minnesota Timberwolves,107,Utah Jazz,80,Box Score,,19127,,Mar 1 2017,UTA,2017-03-01,03-02-2017,2016-17
14905,Fri Jan 27 2017,7:00p,Sacramento Kings,111,Indiana Pacers,115,Box Score,OT,17522,,Jan 27 2017,IND,2017-01-27,01-28-2017,2016-17
15848,Mon Feb 6 2017,9:00p,Dallas Mavericks,87,Denver Nuggets,110,Box Score,,13047,,Feb 6 2017,DEN,2017-02-06,02-07-2017,2016-17
3123,Wed Nov 9 2016,7:00p,Philadelphia 76ers,115,Indiana Pacers,122,Box Score,OT,15360,,Nov 9 2016,IND,2016-11-09,11-10-2016,2016-17
15905,Tue Feb 14 2017,10:30p,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,19997,,Feb 14 2017,LAL,2017-02-14,02-15-2017,2016-17
15946,Sun Feb 26 2017,3:30p,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,18997,,Feb 26 2017,LAL,2017-02-26,02-27-2017,2016-17
3135,Thu Nov 10 2016,9:00p,Golden State Warriors,125,Denver Nuggets,101,Box Score,,17569,,Nov 10 2016,DEN,2016-11-10,11-11-2016,2016-17
14881,Mon Jan 23 2017,8:00p,New York Knicks,109,Indiana Pacers,103,Box Score,,16015,,Jan 23 2017,IND,2017-01-23,01-24-2017,2016-17
15838,Sun Feb 5 2017,2:00p,Los Angeles Clippers,102,Boston Celtics,107,Box Score,,18624,,Feb 5 2017,BOS,2017-02-05,02-06-2017,2016-17
15834,Sat Feb 4 2017,9:00p,Denver Nuggets,97,San Antonio Spurs,121,Box Score,,18418,,Feb 4 2017,SAS,2017-02-04,02-05-2017,2016-17
3949,Sat Oct 29 2016,9:00p,Portland Trail Blazers,115,Denver Nuggets,113,Box Score,OT,18055,,Oct 29 2016,DEN,2016-10-29,10-30-2016,2016-17
14903,Thu Jan 26 2017,9:00p,Phoenix Suns,120,Denver Nuggets,127,Box Score,,12231,,Jan 26 2017,DEN,2017-01-26,01-27-2017,2016-17
4390,Thu Dec 1 2016,9:00p,Miami Heat,111,Utah Jazz,110,Box Score,,19073,,Dec 1 2016,UTA,2016-12-01,12-02-2016,2016-17
15993,Fri Mar 3 2017,9:00p,Brooklyn Nets,97,Utah Jazz,112,Box Score,,19911,,Mar 3 2017,UTA,2017-03-03,03-04-2017,2016-17
3161,Mon Nov 14 2016,7:00p,Orlando Magic,69,Indiana Pacers,88,Box Score,,14825,,Nov 14 2016,IND,2016-11-14,11-15-2016,2016-17
3958,Mon Oct 31 2016,7:30p,Sacramento Kings,95,Atlanta Hawks,106,Box Score,,12501,,Oct 31 2016,ATL,2016-10-31,11-01-2016,2016-17
16000,Sat Mar 4 2017,9:00p,Charlotte Hornets,112,Denver Nuggets,102,Box Score,,14708,,Mar 4 2017,DEN,2017-03-04,03-05-2017,2016-17
13617,Thu May 4 2017,8:00p,Boston Celtics,89,Washington Wizards,116,Box Score,,20356,,May 4 2017,WAS,2017-05-04,05-05-2017,2016-17
4566,Sun Dec 25 2016,12:00p,Boston Celtics,119,New York Knicks,114,Box Score,,19812,,Dec 25 2016,NYK,2016-12-25,12-26-2016,2016-17
16199,Thu Mar 30 2017,8:00p,Los Angeles Lakers,104,Minnesota Timberwolves,119,Box Score,,18179,,Mar 30 2017,MIN,2017-03-30,03-31-2017,2016-17
14908,Fri Jan 27 2017,7:30p,Charlotte Hornets,107,New York Knicks,110,Box Score,,19812,,Jan 27 2017,NYK,2017-01-27,01-28-2017,2016-17
13615,Wed May 3 2017,7:00p,Toronto Raptors,103,Cleveland Cavaliers,125,Box Score,,20562,,May 3 2017,CLE,2017-05-03,05-04-2017,2016-17
14849,Thu Jan 19 2017,8:00p,Washington Wizards,113,New York Knicks,110,Box Score,,19812,,Jan 19 2017,NYK,2017-01-19,01-20-2017,2016-17
4439,Wed Dec 7 2016,9:00p,Indiana Pacers,109,Phoenix Suns,94,Box Score,,17452,,Dec 7 2016,PHX,2016-12-07,12-08-2016,2016-17
15984,Thu Mar 2 2017,9:00p,Charlotte Hornets,103,Phoenix Suns,120,Box Score,,16572,,Mar 2 2017,PHX,2017-03-02,03-03-2017,2016-17
16077,Tue Mar 14 2017,7:30p,Indiana Pacers,81,New York Knicks,87,Box Score,,18261,,Mar 14 2017,NYK,2017-03-14,03-15-2017,2016-17
15863,Wed Feb 8 2017,8:00p,Los Angeles Clippers,119,New York Knicks,115,Box Score,,19812,,Feb 8 2017,NYK,2017-02-08,02-09-2017,2016-17
3225,Tue Nov 22 2016,7:30p,Portland Trail Blazers,103,New York Knicks,107,Box Score,,19812,,Nov 22 2016,NYK,2016-11-22,11-23-2016,2016-17
13509,Thu Apr 6 2017,7:00p,Brooklyn Nets,107,Orlando Magic,115,Box Score,,18095,,Apr 6 2017,ORL,2017-04-06,04-07-2017,2016-17
3129,Wed Nov 9 2016,9:00p,Detroit Pistons,100,Phoenix Suns,107,Box Score,,16719,,Nov 9 2016,PHX,2016-11-09,11-10-2016,2016-17
3122,Wed Nov 9 2016,7:00p,Utah Jazz,98,Charlotte Hornets,104,Box Score,,15712,,Nov 9 2016,CHA,2016-11-09,11-10-2016,2016-17
13493,Tue Apr 4 2017,8:00p,Denver Nuggets,134,New Orleans Pelicans,131,Box Score,,16050,,Apr 4 2017,NOP,2017-04-04,04-05-2017,2016-17
16067,Mon Mar 13 2017,7:00p,Chicago Bulls,115,Charlotte Hornets,109,Box Score,,16489,,Mar 13 2017,CHA,2017-03-13,03-14-2017,2016-17
4418,Mon Dec 5 2016,8:00p,Portland Trail Blazers,112,Chicago Bulls,110,Box Score,,21351,,Dec 5 2016,CHI,2016-12-05,12-06-2016,2016-17
13611,Mon May 1 2017,7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,Box Score,,20562,,May 1 2017,CLE,2017-05-01,05-02-2017,2016-17
15955,Mon Feb 27 2017,7:00p,Toronto Raptors,92,New York Knicks,91,Box Score,,19812,,Feb 27 2017,NYK,2017-02-27,02-28-2017,2016-17
15992,Fri Mar 3 2017,9:00p,Oklahoma City Thunder,111,Phoenix Suns,118,Box Score,,18055,,Mar 3 2017,PHX,2017-03-03,03-04-2017,2016-17
4429,Tue Dec 6 2016,8:00p,San Antonio Spurs,105,Minnesota Timberwolves,91,Box Score,,12585,,Dec 6 2016,MIN,2016-12-06,12-07-2016,2016-17
15940,Sat Feb 25 2017,7:30p,Philadelphia 76ers,109,New York Knicks,110,Box Score,,19812,,Feb 25 2017,NYK,2017-02-25,02-26-2017,2016-17
16113,Sun Mar 19 2017,1:00p,Boston Celtics,99,Philadelphia 76ers,105,Box Score,,19446,,Mar 19 2017,PHI,2017-03-19,03-20-2017,2016-17
3953,Sun Oct 30 2016,6:00p,Golden State Warriors,106,Phoenix Suns,100,Box Score,,17011,,Oct 30 2016,PHX,2016-10-30,10-31-2016,2016-17
3155,Sat Nov 12 2016,9:00p,Brooklyn Nets,122,Phoenix Suns,104,Box Score,,17126,,Nov 12 2016,PHX,2016-11-12,11-13-2016,2016-17
3245,Fri Nov 25 2016,7:30p,Charlotte Hornets,111,New York Knicks,113,Box Score,OT,19812,,Nov 25 2016,NYK,2016-11-25,11-26-2016,2016-17
3209,Sun Nov 20 2016,12:00p,Atlanta Hawks,94,New York Knicks,104,Box Score,,19812,,Nov 20 2016,NYK,2016-11-20,11-21-2016,2016-17
13636,Sun May 21 2017,8:30p,Boston Celtics,111,Cleveland Cavaliers,108,Box Score,,20562,,May 21 2017,CLE,2017-05-21,05-22-2017,2016-17
13638,Tue May 23 2017,8:30p,Boston Celtics,99,Cleveland Cavaliers,112,Box Score,,20562,,May 23 2017,CLE,2017-05-23,05-24-2017,2016-17
14727,Mon Jan 2 2017,7:30p,Orlando Magic,115,New York Knicks,103,Box Score,,19812,,Jan 2 2017,NYK,2017-01-02,01-03-2017,2016-17
14824,Mon Jan 16 2017,1:00p,Atlanta Hawks,108,New York Knicks,107,Box Score,,19812,,Jan 16 2017,NYK,2017-01-16,01-17-2017,2016-17
4513,Sat Dec 17 2016,8:00p,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,14689,,Dec 17 2016,MIN,2016-12-17,12-18-2016,2016-17
15880,Sat Feb 11 2017,5:00p,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,19483,,Feb 11 2017,CHA,2017-02-11,02-12-2017,2016-17
15931,Fri Feb 24 2017,8:00p,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,21641,,Feb 24 2017,CHI,2017-02-24,02-25-2017,2016-17
4525,Mon Dec 19 2016,8:00p,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,12008,,Dec 19 2016,MIN,2016-12-19,12-20-2016,2016-17
4559,Fri Dec 23 2016,8:00p,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,13288,,Dec 23 2016,MIN,2016-12-23,12-24-2016,2016-17
15831,Sat Feb 4 2017,8:30p,Cleveland Cavaliers,111,New York Knicks,104,Box Score,,19812,,Feb 4 2017,NYK,2017-02-04,02-05-2017,2016-17
13482,Sun Apr 2 2017,6:00p,Indiana Pacers,130,Cleveland Cavaliers,135,Box Score,2OT,20562,,Apr 2 2017,CLE,2017-04-02,04-03-2017,2016-17
14724,Mon Jan 2 2017,7:00p,New Orleans Pelicans,82,Cleveland Cavaliers,90,Box Score,,20562,,Jan 2 2017,CLE,2017-01-02,01-03-2017,2016-17
14894,Wed Jan 25 2017,8:00p,Atlanta Hawks,119,Chicago Bulls,114,Box Score,,21445,,Jan 25 2017,CHI,2017-01-25,01-26-2017,2016-17
3917,Tue Oct 25 2016,7:30p,New York Knicks,88,Cleveland Cavaliers,117,Box Score,,20562,,Oct 25 2016,CLE,2016-10-25,10-26-2016,2016-17
13541,Mon Apr 10 2017,8:00p,Orlando Magic,75,Chicago Bulls,122,Box Score,,21545,,Apr 10 2017,CHI,2017-04-10,04-11-2017,2016-17
13574,Mon Apr 17 2017,7:00p,Indiana Pacers,111,Cleveland Cavaliers,117,Box Score,,20562,,Apr 17 2017,CLE,2017-04-17,04-18-2017,2016-17
4451,Fri Dec 9 2016,8:00p,Detroit Pistons,117,Minnesota Timberwolves,90,Box Score,,14109,,Dec 9 2016,MIN,2016-12-09,12-10-2016,2016-17
4586,Wed Dec 28 2016,7:00p,Charlotte Hornets,120,Orlando Magic,101,Box Score,,18273,,Dec 28 2016,ORL,2016-12-28,12-29-2016,2016-17
4577,Mon Dec 26 2016,8:00p,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,15617,,Dec 26 2016,MIN,2016-12-26,12-27-2016,2016-17
3149,Sat Nov 12 2016,8:00p,Washington Wizards,95,Chicago Bulls,106,Box Score,,21962,,Nov 12 2016,CHI,2016-11-12,11-13-2016,2016-17
3163,Mon Nov 14 2016,7:30p,Dallas Mavericks,77,New York Knicks,93,Box Score,,19812,,Nov 14 2016,NYK,2016-11-14,11-15-2016,2016-17
14920,Sat Jan 28 2017,9:00p,Denver Nuggets,123,Phoenix Suns,112,Box Score,,18055,,Jan 28 2017,PHX,2017-01-28,01-29-2017,2016-17
14742,Wed Jan 4 2017,7:30p,Milwaukee Bucks,105,New York Knicks,104,Box Score,,19812,,Jan 4 2017,NYK,2017-01-04,01-05-2017,2016-17
13525,Sat Apr 8 2017,6:00p,Indiana Pacers,127,Orlando Magic,112,Box Score,,18846,,Apr 8 2017,ORL,2017-04-08,04-09-2017,2016-17
14911,Fri Jan 27 2017,8:00p,Miami Heat,100,Chicago Bulls,88,Box Score,,22082,,Jan 27 2017,CHI,2017-01-27,01-28-2017,2016-17
4526,Mon Dec 19 2016,8:00p,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,18203,,Dec 19 2016,OKC,2016-12-19,12-20-2016,2016-17
4402,Sat Dec 3 2016,7:00p,Minnesota Timberwolves,125,Charlotte Hornets,120,Box Score,OT,16982,,Dec 3 2016,CHA,2016-12-03,12-04-2016,2016-17
4607,Fri Dec 30 2016,8:00p,Milwaukee Bucks,99,Minnesota Timberwolves,116,Box Score,,17779,,Dec 30 2016,MIN,2016-12-30,12-31-2016,2016-17
14776,Sun Jan 8 2017,9:00p,Detroit Pistons,125,Portland Trail Blazers,124,Box Score,2OT,13506,,Jan 8 2017,POR,2017-01-08,01-09-2017,2016-17
16153,Fri Mar 24 2017,8:00p,Philadelphia 76ers,117,Chicago Bulls,107,Box Score,,21558,,Mar 24 2017,CHI,2017-03-24,03-25-2017,2016-17
15841,Mon Feb 6 2017,7:00p,Los Angeles Lakers,121,New York Knicks,107,Box Score,,19812,,Feb 6 2017,NYK,2017-02-06,02-07-2017,2016-17
15847,Mon Feb 6 2017,8:00p,Phoenix Suns,106,New Orleans Pelicans,111,Box Score,,15888,,Feb 6 2017,NOP,2017-02-06,02-07-2017,2016-17
15862,Wed Feb 8 2017,8:00p,Utah Jazz,127,New Orleans Pelicans,94,Box Score,,14508,,Feb 8 2017,NOP,2017-02-08,02-09-2017,2016-17
16032,Wed Mar 8 2017,8:00p,Toronto Raptors,94,New Orleans Pelicans,87,Box Score,,14543,,Mar 8 2017,NOP,2017-03-08,03-09-2017,2016-17
4497,Thu Dec 15 2016,9:00p,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,17165,,Dec 15 2016,PHX,2016-12-15,12-16-2016,2016-17
13521,Fri Apr 7 2017,10:00p,Oklahoma City Thunder,99,Phoenix Suns,120,Box Score,,18055,,Apr 7 2017,PHX,2017-04-07,04-08-2017,2016-17
16179,Tue Mar 28 2017,7:00p,Milwaukee Bucks,118,Charlotte Hornets,108,Box Score,,16505,,Mar 28 2017,CHA,2017-03-28,03-29-2017,2016-17
3116,Tue Nov 8 2016,7:00p,Atlanta Hawks,110,Cleveland Cavaliers,106,Box Score,,20562,,Nov 8 2016,CLE,2016-11-08,11-09-2016,2016-17
16093,Thu Mar 16 2017,7:30p,Brooklyn Nets,121,New York Knicks,110,Box Score,,19812,,Mar 16 2017,NYK,2017-03-16,03-17-2017,2016-17
13506,Wed Apr 5 2017,10:00p,Golden State Warriors,120,Phoenix Suns,111,Box Score,,18055,,Apr 5 2017,PHX,2017-04-05,04-06-2017,2016-17
11577,Fri Jun 9 2017,9:00p,Golden State Warriors,116,Cleveland Cavaliers,137,Box Score,,20562,,Jun 9 2017,CLE,2017-06-09,06-10-2017,2016-17
11576,Wed Jun 7 2017,9:00p,Golden State Warriors,118,Cleveland Cavaliers,113,Box Score,,20562,,Jun 7 2017,CLE,2017-06-07,06-08-2017,2016-17
14781,Mon Jan 9 2017,8:00p,Dallas Mavericks,92,Minnesota Timberwolves,101,Box Score,,9625,,Jan 9 2017,MIN,2017-01-09,01-10-2017,2016-17
3228,Wed Nov 23 2016,7:00p,San Antonio Spurs,119,Charlotte Hornets,114,Box Score,,18515,,Nov 23 2016,CHA,2016-11-23,11-24-2016,2016-17
4392,Fri Dec 2 2016,7:00p,Orlando Magic,105,Philadelphia 76ers,88,Box Score,,13711,,Dec 2 2016,PHI,2016-12-02,12-03-2016,2016-17
14923,Sun Jan 29 2017,3:30p,Oklahoma City Thunder,91,Cleveland Cavaliers,107,Box Score,,20562,,Jan 29 2017,CLE,2017-01-29,01-30-2017,2016-17
13484,Sun Apr 2 2017,6:00p,Chicago Bulls,117,New Orleans Pelicans,110,Box Score,,18306,,Apr 2 2017,NOP,2017-04-02,04-03-2017,2016-17
3927,Wed Oct 26 2016,8:00p,Oklahoma City Thunder,103,Philadelphia 76ers,97,Box Score,,20487,,Oct 26 2016,PHI,2016-10-26,10-27-2016,2016-17
13481,Sun Apr 2 2017,6:00p,Atlanta Hawks,82,Brooklyn Nets,91,Box Score,,15040,,Apr 2 2017,BKN,2017-04-02,04-03-2017,2016-17
13487,Sun Apr 2 2017,9:00p,Houston Rockets,123,Phoenix Suns,116,Box Score,,17378,,Apr 2 2017,PHX,2017-04-02,04-03-2017,2016-17
3252,Fri Nov 25 2016,9:00p,Minnesota Timberwolves,98,Phoenix Suns,85,Box Score,,16728,,Nov 25 2016,PHX,2016-11-25,11-26-2016,2016-17
16096,Fri Mar 17 2017,7:00p,Dallas Mavericks,74,Philadelphia 76ers,116,Box Score,,17642,,Mar 17 2017,PHI,2017-03-17,03-18-2017,2016-17
4403,Sat Dec 3 2016,7:30p,Boston Celtics,107,Philadelphia 76ers,106,Box Score,,17063,,Dec 3 2016,PHI,2016-12-03,12-04-2016,2016-17
15900,Mon Feb 13 2017,9:00p,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,16321,,Feb 13 2017,PHX,2017-02-13,02-14-2017,2016-17
16101,Fri Mar 17 2017,8:00p,Houston Rockets,112,New Orleans Pelicans,128,Box Score,,17972,,Mar 17 2017,NOP,2017-03-17,03-18-2017,2016-17
3082,Thu Nov 3 2016,8:00p,Boston Celtics,122,Cleveland Cavaliers,128,Box Score,,20562,,Nov 3 2016,CLE,2016-11-03,11-04-2016,2016-17
3156,Sun Nov 13 2016,3:30p,Charlotte Hornets,93,Cleveland Cavaliers,100,Box Score,,20562,,Nov 13 2016,CLE,2016-11-13,11-14-2016,2016-17
14852,Fri Jan 20 2017,7:00p,Toronto Raptors,78,Charlotte Hornets,113,Box Score,,18378,,Jan 20 2017,CHA,2017-01-20,01-21-2017,2016-17
16043,Fri Mar 10 2017,8:00p,Houston Rockets,115,Chicago Bulls,94,Box Score,,21995,,Mar 10 2017,CHI,2017-03-10,03-11-2017,2016-17
16164,Sun Mar 26 2017,1:00p,Phoenix Suns,106,Charlotte Hornets,120,Box Score,,17292,,Mar 26 2017,CHA,2017-03-26,03-27-2017,2016-17
14803,Fri Jan 13 2017,7:00p,Charlotte Hornets,93,Philadelphia 76ers,102,Box Score,,18215,,Jan 13 2017,PHI,2017-01-13,01-14-2017,2016-17
4452,Fri Dec 9 2016,8:00p,Houston Rockets,102,Oklahoma City Thunder,99,Box Score,,18203,,Dec 9 2016,OKC,2016-12-09,12-10-2016,2016-17
4447,Fri Dec 9 2016,7:00p,Orlando Magic,88,Charlotte Hornets,109,Box Score,,15707,,Dec 9 2016,CHA,2016-12-09,12-10-2016,2016-17
14907,Fri Jan 27 2017,7:30p,Brooklyn Nets,116,Cleveland Cavaliers,124,Box Score,,20562,,Jan 27 2017,CLE,2017-01-27,01-28-2017,2016-17
15873,Fri Feb 10 2017,7:30p,Denver Nuggets,131,New York Knicks,123,Box Score,,19812,,Feb 10 2017,NYK,2017-02-10,02-11-2017,2016-17
14915,Sat Jan 28 2017,7:00p,Sacramento Kings,109,Charlotte Hornets,106,Box Score,,18597,,Jan 28 2017,CHA,2017-01-28,01-29-2017,2016-17
4552,Fri Dec 23 2016,7:00p,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,19249,,Dec 23 2016,CHA,2016-12-23,12-24-2016,2016-17
15889,Sun Feb 12 2017,3:30p,San Antonio Spurs,90,New York Knicks,94,Box Score,,19812,,Feb 12 2017,NYK,2017-02-12,02-13-2017,2016-17
16006,Sun Mar 5 2017,5:00p,Boston Celtics,106,Phoenix Suns,109,Box Score,,16790,,Mar 5 2017,PHX,2017-03-05,03-06-2017,2016-17
3943,Sat Oct 29 2016,7:00p,Boston Celtics,104,Charlotte Hornets,98,Box Score,,18708,,Oct 29 2016,CHA,2016-10-29,10-30-2016,2016-17
4467,Sun Dec 11 2016,7:00p,Golden State Warriors,116,Minnesota Timberwolves,108,Box Score,,18452,,Dec 11 2016,MIN,2016-12-11,12-12-2016,2016-17
13561,Wed Apr 12 2017,8:00p,Detroit Pistons,109,Orlando Magic,113,Box Score,,19458,,Apr 12 2017,ORL,2017-04-12,04-13-2017,2016-17
16016,Mon Mar 6 2017,8:00p,Indiana Pacers,88,Charlotte Hornets,100,Box Score,,16387,,Mar 6 2017,CHA,2017-03-06,03-07-2017,2016-17
3103,Sun Nov 6 2016,12:00p,Utah Jazz,114,New York Knicks,109,Box Score,,19812,,Nov 6 2016,NYK,2016-11-06,11-07-2016,2016-17
14732,Tue Jan 3 2017,7:00p,Minnesota Timberwolves,91,Philadelphia 76ers,93,Box Score,,17124,,Jan 3 2017,PHI,2017-01-03,01-04-2017,2016-17
4446,Thu Dec 8 2016,9:30p,San Antonio Spurs,91,Chicago Bulls,95,Box Score,,21489,,Dec 8 2016,CHI,2016-12-08,12-09-2016,2016-17
